"Dataset Name","Dataset Code","Country Name","Country Code","Indicator Name","Indicator Code","Sector Name","Sector Code","Counterpart Sector Name","Counterpart Sector Code","Counterpart Country Name","Counterpart Country Code","Metadata Attribute","Metadata Value","Frequency"
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Belgium","124","Counterpart Country SDMX Name","Belgium",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Belgium","124","Counterpart Country Short Name","Belgium",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Belize","339","Counterpart Country Code","339",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Belize","339","Counterpart Country Full Name","Belize",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Belize","339","Counterpart Country ISO 2 Code","BZ",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Belize","339","Counterpart Country ISO 3 Code","BLZ",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Belize","339","Counterpart Country Name","Belize",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Belize","339","Counterpart Country SDMX Code","BZ",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Belize","339","Counterpart Country SDMX Name","Belize",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Belize","339","Counterpart Country Short Name","Belize",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Benin","638","Counterpart Country Code","638",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Benin","638","Counterpart Country Full Name","Benin",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Benin","638","Counterpart Country ISO 2 Code","BJ",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Benin","638","Counterpart Country ISO 3 Code","BEN",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Benin","638","Counterpart Country Name","Benin",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Benin","638","Counterpart Country SDMX Code","BJ",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Benin","638","Counterpart Country SDMX Name","Benin",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Benin","638","Counterpart Country Short Name","Benin",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bermuda","319","Counterpart Country Code","319",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bermuda","319","Counterpart Country Full Name","Bermuda",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bermuda","319","Counterpart Country ISO 2 Code","BM",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bermuda","319","Counterpart Country ISO 3 Code","BMU",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bermuda","319","Counterpart Country Name","Bermuda",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bermuda","319","Counterpart Country SDMX Code","BM",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bermuda","319","Counterpart Country SDMX Name","Bermuda",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bermuda","319","Counterpart Country Short Name","Bermuda",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bhutan","514","Counterpart Country Code","514",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bhutan","514","Counterpart Country Full Name","Bhutan",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bhutan","514","Counterpart Country ISO 2 Code","BT",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bhutan","514","Counterpart Country ISO 3 Code","BTN",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bhutan","514","Counterpart Country Name","Bhutan",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bhutan","514","Counterpart Country SDMX Code","BT",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bhutan","514","Counterpart Country SDMX Name","Bhutan",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bhutan","514","Counterpart Country Short Name","Bhutan",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bolivia","218","Counterpart Country Code","218",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bolivia","218","Counterpart Country Full Name","Bolivia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bolivia","218","Counterpart Country ISO 2 Code","BO",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bolivia","218","Counterpart Country ISO 3 Code","BOL",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bolivia","218","Counterpart Country Name","Bolivia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bolivia","218","Counterpart Country SDMX Code","BO",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bolivia","218","Counterpart Country SDMX Name","Bolivia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bolivia","218","Counterpart Country Short Name","Bolivia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bonaire, St. Eustatius and Saba","357","Counterpart Country Code","357",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bonaire, St. Eustatius and Saba","357","Counterpart Country Full Name","Bonaire, Saint Eustatius and Saba",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bonaire, St. Eustatius and Saba","357","Counterpart Country ISO 2 Code","BQ",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bonaire, St. Eustatius and Saba","357","Counterpart Country ISO 3 Code","BES",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bonaire, St. Eustatius and Saba","357","Counterpart Country Name","Bonaire, St. Eustatius and Saba",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bonaire, St. Eustatius and Saba","357","Counterpart Country SDMX Code","BQ",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bonaire, St. Eustatius and Saba","357","Counterpart Country SDMX Name","Bonaire, Saint Eustatius and Saba",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bonaire, St. Eustatius and Saba","357","Counterpart Country Short Name","Bonaire StEusta.Saba",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bosnia and Herzegovina","963","Counterpart Country Code","963",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bosnia and Herzegovina","963","Counterpart Country Full Name","Bosnia and Herzegovina",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bosnia and Herzegovina","963","Counterpart Country ISO 2 Code","BA",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bosnia and Herzegovina","963","Counterpart Country ISO 3 Code","BIH",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bosnia and Herzegovina","963","Counterpart Country Name","Bosnia and Herzegovina",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bosnia and Herzegovina","963","Counterpart Country SDMX Code","BA",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bosnia and Herzegovina","963","Counterpart Country SDMX Name","Bosnia and Herzegovina",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bosnia and Herzegovina","963","Counterpart Country Short Name","Bosnia and Herzegovina",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Botswana","616","Counterpart Country Code","616",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Botswana","616","Counterpart Country Full Name","Botswana",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Botswana","616","Counterpart Country ISO 2 Code","BW",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Botswana","616","Counterpart Country ISO 3 Code","BWA",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Botswana","616","Counterpart Country Name","Botswana",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Botswana","616","Counterpart Country SDMX Code","BW",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Botswana","616","Counterpart Country SDMX Name","Botswana",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Botswana","616","Counterpart Country Short Name","Botswana",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Brazil","223","Counterpart Country Code","223",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Brazil","223","Counterpart Country Full Name","Brazil",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Brazil","223","Counterpart Country ISO 2 Code","BR",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Brazil","223","Counterpart Country ISO 3 Code","BRA",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Brazil","223","Counterpart Country Name","Brazil",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Brazil","223","Counterpart Country SDMX Code","BR",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Brazil","223","Counterpart Country SDMX Name","Brazil",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Brazil","223","Counterpart Country Short Name","Brazil",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","British Indian Ocean Territory","585","Counterpart Country Code","585",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","British Indian Ocean Territory","585","Counterpart Country Full Name","British Indian Ocean Territory",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","British Indian Ocean Territory","585","Counterpart Country ISO 2 Code","IO",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","British Indian Ocean Territory","585","Counterpart Country ISO 3 Code","IOQ",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","British Indian Ocean Territory","585","Counterpart Country Name","British Indian Ocean Territory",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","British Indian Ocean Territory","585","Counterpart Country SDMX Code","IO",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","British Indian Ocean Territory","585","Counterpart Country SDMX Name","British Indian Ocean territory",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","British Indian Ocean Territory","585","Counterpart Country Short Name","",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","British Virgin Islands","371","Counterpart Country Code","371",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","British Virgin Islands","371","Counterpart Country Full Name","British Virgin Islands",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","British Virgin Islands","371","Counterpart Country ISO 2 Code","VG",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","British Virgin Islands","371","Counterpart Country ISO 3 Code","VGB",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","British Virgin Islands","371","Counterpart Country Name","British Virgin Islands",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","British Virgin Islands","371","Counterpart Country SDMX Code","VG",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","British Virgin Islands","371","Counterpart Country SDMX Name","Virgin Islands, British",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","British Virgin Islands","371","Counterpart Country Short Name","British Virgin Islands",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Brunei Darussalam","516","Counterpart Country Code","516",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Brunei Darussalam","516","Counterpart Country Full Name","Brunei Darussalam",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Brunei Darussalam","516","Counterpart Country ISO 2 Code","BN",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Brunei Darussalam","516","Counterpart Country ISO 3 Code","BRN",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Brunei Darussalam","516","Counterpart Country Name","Brunei Darussalam",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Brunei Darussalam","516","Counterpart Country SDMX Code","BN",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Brunei Darussalam","516","Counterpart Country SDMX Name","Brunei Darussalam",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Brunei Darussalam","516","Counterpart Country Short Name","Brunei Darussalam",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bulgaria","918","Counterpart Country Code","918",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bulgaria","918","Counterpart Country Full Name","Bulgaria",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bulgaria","918","Counterpart Country ISO 2 Code","BG",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bulgaria","918","Counterpart Country ISO 3 Code","BGR",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bulgaria","918","Counterpart Country Name","Bulgaria",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bulgaria","918","Counterpart Country SDMX Code","BG",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bulgaria","918","Counterpart Country SDMX Name","Bulgaria",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Bulgaria","918","Counterpart Country Short Name","Bulgaria",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Burkina Faso","748","Counterpart Country Code","748",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Burkina Faso","748","Counterpart Country Full Name","Burkina Faso",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Burkina Faso","748","Counterpart Country ISO 2 Code","BF",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Burkina Faso","748","Counterpart Country ISO 3 Code","BFA",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Burkina Faso","748","Counterpart Country Name","Burkina Faso",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Burkina Faso","748","Counterpart Country SDMX Code","BF",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Burkina Faso","748","Counterpart Country SDMX Name","Burkina Faso",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Burkina Faso","748","Counterpart Country Short Name","Burkina Faso",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Burundi","618","Counterpart Country Code","618",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Burundi","618","Counterpart Country Full Name","Burundi",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Burundi","618","Counterpart Country ISO 2 Code","BI",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Burundi","618","Counterpart Country ISO 3 Code","BDI",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Burundi","618","Counterpart Country Name","Burundi",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Burundi","618","Counterpart Country SDMX Code","BI",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Burundi","618","Counterpart Country SDMX Name","Burundi",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Burundi","618","Counterpart Country Short Name","Burundi",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cabo Verde","624","Counterpart Country Code","624",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cabo Verde","624","Counterpart Country Full Name","Cabo Verde",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cabo Verde","624","Counterpart Country ISO 2 Code","CV",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cabo Verde","624","Counterpart Country ISO 3 Code","CPV",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cabo Verde","624","Counterpart Country Name","Cabo Verde",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cabo Verde","624","Counterpart Country SDMX Code","CV",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cabo Verde","624","Counterpart Country SDMX Name","Cabo Verde",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cabo Verde","624","Counterpart Country Short Name","Cabo Verde",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cambodia","522","Counterpart Country Code","522",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cambodia","522","Counterpart Country Full Name","Cambodia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cambodia","522","Counterpart Country ISO 2 Code","KH",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cambodia","522","Counterpart Country ISO 3 Code","KHM",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cambodia","522","Counterpart Country Name","Cambodia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cambodia","522","Counterpart Country SDMX Code","KH",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cambodia","522","Counterpart Country SDMX Name","Cambodia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cambodia","522","Counterpart Country Short Name","Cambodia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cameroon","622","Counterpart Country Code","622",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cameroon","622","Counterpart Country Full Name","Cameroon",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cameroon","622","Counterpart Country ISO 2 Code","CM",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cameroon","622","Counterpart Country ISO 3 Code","CMR",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cameroon","622","Counterpart Country Name","Cameroon",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cameroon","622","Counterpart Country SDMX Code","CM",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cameroon","622","Counterpart Country SDMX Name","Cameroon",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cameroon","622","Counterpart Country Short Name","Cameroon",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Canada","156","Counterpart Country Code","156",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Canada","156","Counterpart Country Full Name","Canada",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Canada","156","Counterpart Country ISO 2 Code","CA",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Canada","156","Counterpart Country ISO 3 Code","CAN",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Canada","156","Counterpart Country Name","Canada",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Canada","156","Counterpart Country SDMX Code","CA",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Canada","156","Counterpart Country SDMX Name","Canada",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Canada","156","Counterpart Country Short Name","Canada",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cayman Islands","377","Counterpart Country Code","377",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cayman Islands","377","Counterpart Country Full Name","Cayman Islands",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cayman Islands","377","Counterpart Country ISO 2 Code","KY",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cayman Islands","377","Counterpart Country ISO 3 Code","CYM",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cayman Islands","377","Counterpart Country Name","Cayman Islands",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cayman Islands","377","Counterpart Country SDMX Code","KY",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cayman Islands","377","Counterpart Country SDMX Name","Cayman Islands",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Cayman Islands","377","Counterpart Country Short Name","Cayman Islands",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Central African Rep.","626","Counterpart Country Code","626",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Central African Rep.","626","Counterpart Country Full Name","Central African Republic",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Central African Rep.","626","Counterpart Country ISO 2 Code","CF",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Central African Rep.","626","Counterpart Country ISO 3 Code","CAF",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Central African Rep.","626","Counterpart Country Name","Central African Rep.",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Central African Rep.","626","Counterpart Country SDMX Code","CF",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Central African Rep.","626","Counterpart Country SDMX Name","Central African Republic",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Central African Rep.","626","Counterpart Country Short Name","Central African Republic",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Chad","628","Counterpart Country Code","628",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Chad","628","Counterpart Country Full Name","Chad",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Chad","628","Counterpart Country ISO 2 Code","TD",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Chad","628","Counterpart Country ISO 3 Code","TCD",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Chad","628","Counterpart Country Name","Chad",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Chad","628","Counterpart Country SDMX Code","TD",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Chad","628","Counterpart Country SDMX Name","Chad",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Chad","628","Counterpart Country Short Name","Chad",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Chile","228","Counterpart Country Code","228",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Chile","228","Counterpart Country Full Name","Chile",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Chile","228","Counterpart Country ISO 2 Code","CL",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Chile","228","Counterpart Country ISO 3 Code","CHL",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Chile","228","Counterpart Country Name","Chile",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Chile","228","Counterpart Country SDMX Code","CL",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Chile","228","Counterpart Country SDMX Name","Chile",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Chile","228","Counterpart Country Short Name","Chile",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","China, P.R.: Hong Kong","532","Counterpart Country Code","532",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","China, P.R.: Hong Kong","532","Counterpart Country Full Name","China, P.R.: Hong Kong",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","China, P.R.: Hong Kong","532","Counterpart Country ISO 2 Code","HK",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","China, P.R.: Hong Kong","532","Counterpart Country ISO 3 Code","HKG",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","China, P.R.: Hong Kong","532","Counterpart Country Name","China, P.R.: Hong Kong",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","China, P.R.: Hong Kong","532","Counterpart Country SDMX Code","HK",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","China, P.R.: Hong Kong","532","Counterpart Country SDMX Name","Hong Kong, China",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","China, P.R.: Hong Kong","532","Counterpart Country Short Name","China,P.R.:Hong Kong",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","China, P.R.: Macao","546","Counterpart Country Code","546",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","China, P.R.: Macao","546","Counterpart Country Full Name","China, P.R.: Macao",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","China, P.R.: Macao","546","Counterpart Country ISO 2 Code","MO",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","China, P.R.: Macao","546","Counterpart Country ISO 3 Code","MAC",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","China, P.R.: Macao","546","Counterpart Country Name","China, P.R.: Macao",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","China, P.R.: Macao","546","Counterpart Country SDMX Code","MO",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","China, P.R.: Macao","546","Counterpart Country SDMX Name","Macao",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","China, P.R.: Macao","546","Counterpart Country Short Name","China,P.R.:Macao",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","China, P.R.: Mainland","924","Counterpart Country Code","924",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","China, P.R.: Mainland","924","Counterpart Country Full Name","People’s Republic of China",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","China, P.R.: Mainland","924","Counterpart Country ISO 2 Code","CN",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","China, P.R.: Mainland","924","Counterpart Country ISO 3 Code","CHN",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","China, P.R.: Mainland","924","Counterpart Country Name","China, P.R.: Mainland",""
