"Dataset Name","Dataset Code","Country Name","Country Code","Indicator Name","Indicator Code","Sector Name","Sector Code","Counterpart Sector Name","Counterpart Sector Code","Counterpart Country Name","Counterpart Country Code","Metadata Attribute","Metadata Value","Frequency"
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Bonaire, St. Eustatius and Saba","357","","","","","","","","","Country ISO 2 Code","BQ",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Bonaire, St. Eustatius and Saba","357","","","","","","","","","Country ISO 3 Code","BES",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Bonaire, St. Eustatius and Saba","357","","","","","","","","","Country Name","Bonaire, St. Eustatius and Saba",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Bonaire, St. Eustatius and Saba","357","","","","","","","","","Country SDMX Code","BQ",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Bonaire, St. Eustatius and Saba","357","","","","","","","","","Country SDMX Name","Bonaire, Saint Eustatius and Saba",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Bonaire, St. Eustatius and Saba","357","","","","","","","","","Country Short Name","Bonaire StEusta.Saba",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Bosnia and Herzegovina","963","","","","","","","","","Country Code","963",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Bosnia and Herzegovina","963","","","","","","","","","Country Full Name","Bosnia and Herzegovina",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Bosnia and Herzegovina","963","","","","","","","","","Country ISO 2 Code","BA",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Bosnia and Herzegovina","963","","","","","","","","","Country ISO 3 Code","BIH",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Bosnia and Herzegovina","963","","","","","","","","","Country Name","Bosnia and Herzegovina",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Bosnia and Herzegovina","963","","","","","","","","","Country SDMX Code","BA",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Bosnia and Herzegovina","963","","","","","","","","","Country SDMX Name","Bosnia and Herzegovina",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Bosnia and Herzegovina","963","","","","","","","","","Country Short Name","Bosnia and Herzegovina",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Botswana","616","","","","","","","","","Country Code","616",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Botswana","616","","","","","","","","","Country Full Name","Botswana",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Botswana","616","","","","","","","","","Country ISO 2 Code","BW",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Botswana","616","","","","","","","","","Country ISO 3 Code","BWA",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Botswana","616","","","","","","","","","Country Name","Botswana",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Botswana","616","","","","","","","","","Country SDMX Code","BW",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Botswana","616","","","","","","","","","Country SDMX Name","Botswana",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Botswana","616","","","","","","","","","Country Short Name","Botswana",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Brazil","223","","","","","","","","","Country Code","223",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Brazil","223","","","","","","","","","Country Full Name","Brazil",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Brazil","223","","","","","","","","","Country ISO 2 Code","BR",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Brazil","223","","","","","","","","","Country ISO 3 Code","BRA",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Brazil","223","","","","","","","","","Country Name","Brazil",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Brazil","223","","","","","","","","","Country SDMX Code","BR",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Brazil","223","","","","","","","","","Country SDMX Name","Brazil",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Brazil","223","","","","","","","","","Country Short Name","Brazil",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","British Indian Ocean Territory","585","","","","","","","","","Country Code","585",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","British Indian Ocean Territory","585","","","","","","","","","Country Full Name","British Indian Ocean Territory",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","British Indian Ocean Territory","585","","","","","","","","","Country ISO 2 Code","IO",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","British Indian Ocean Territory","585","","","","","","","","","Country ISO 3 Code","IOQ",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","British Indian Ocean Territory","585","","","","","","","","","Country Name","British Indian Ocean Territory",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","British Indian Ocean Territory","585","","","","","","","","","Country SDMX Code","IO",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","British Indian Ocean Territory","585","","","","","","","","","Country SDMX Name","British Indian Ocean territory",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","British Indian Ocean Territory","585","","","","","","","","","Country Short Name","",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","British Virgin Islands","371","","","","","","","","","Country Code","371",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","British Virgin Islands","371","","","","","","","","","Country Full Name","British Virgin Islands",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","British Virgin Islands","371","","","","","","","","","Country ISO 2 Code","VG",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","British Virgin Islands","371","","","","","","","","","Country ISO 3 Code","VGB",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","British Virgin Islands","371","","","","","","","","","Country Name","British Virgin Islands",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","British Virgin Islands","371","","","","","","","","","Country SDMX Code","VG",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","British Virgin Islands","371","","","","","","","","","Country SDMX Name","Virgin Islands, British",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","British Virgin Islands","371","","","","","","","","","Country Short Name","British Virgin Islands",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Brunei Darussalam","516","","","","","","","","","Country Code","516",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Brunei Darussalam","516","","","","","","","","","Country Full Name","Brunei Darussalam",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Brunei Darussalam","516","","","","","","","","","Country ISO 2 Code","BN",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Brunei Darussalam","516","","","","","","","","","Country ISO 3 Code","BRN",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Brunei Darussalam","516","","","","","","","","","Country Name","Brunei Darussalam",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Brunei Darussalam","516","","","","","","","","","Country SDMX Code","BN",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Brunei Darussalam","516","","","","","","","","","Country SDMX Name","Brunei Darussalam",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Brunei Darussalam","516","","","","","","","","","Country Short Name","Brunei Darussalam",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Bulgaria","918","","","","","","","","","Country Code","918",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Bulgaria","918","","","","","","","","","Country Full Name","Bulgaria",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Bulgaria","918","","","","","","","","","Country ISO 2 Code","BG",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Bulgaria","918","","","","","","","","","Country ISO 3 Code","BGR",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Bulgaria","918","","","","","","","","","Country Name","Bulgaria",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Bulgaria","918","","","","","","","","","Country SDMX Code","BG",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Bulgaria","918","","","","","","","","","Country SDMX Name","Bulgaria",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Bulgaria","918","","","","","","","","","Country Short Name","Bulgaria",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Burkina Faso","748","","","","","","","","","Country Code","748",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Burkina Faso","748","","","","","","","","","Country Full Name","Burkina Faso",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Burkina Faso","748","","","","","","","","","Country ISO 2 Code","BF",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Burkina Faso","748","","","","","","","","","Country ISO 3 Code","BFA",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Burkina Faso","748","","","","","","","","","Country Name","Burkina Faso",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Burkina Faso","748","","","","","","","","","Country SDMX Code","BF",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Burkina Faso","748","","","","","","","","","Country SDMX Name","Burkina Faso",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Burkina Faso","748","","","","","","","","","Country Short Name","Burkina Faso",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Burundi","618","","","","","","","","","Country Code","618",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Burundi","618","","","","","","","","","Country Full Name","Burundi",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Burundi","618","","","","","","","","","Country ISO 2 Code","BI",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Burundi","618","","","","","","","","","Country ISO 3 Code","BDI",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Burundi","618","","","","","","","","","Country Name","Burundi",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Burundi","618","","","","","","","","","Country SDMX Code","BI",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Burundi","618","","","","","","","","","Country SDMX Name","Burundi",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Burundi","618","","","","","","","","","Country Short Name","Burundi",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cabo Verde","624","","","","","","","","","Country Code","624",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cabo Verde","624","","","","","","","","","Country Full Name","Cabo Verde",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cabo Verde","624","","","","","","","","","Country ISO 2 Code","CV",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cabo Verde","624","","","","","","","","","Country ISO 3 Code","CPV",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cabo Verde","624","","","","","","","","","Country Name","Cabo Verde",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cabo Verde","624","","","","","","","","","Country SDMX Code","CV",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cabo Verde","624","","","","","","","","","Country SDMX Name","Cabo Verde",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cabo Verde","624","","","","","","","","","Country Short Name","Cabo Verde",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cambodia","522","","","","","","","","","Country Code","522",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cambodia","522","","","","","","","","","Country Full Name","Cambodia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cambodia","522","","","","","","","","","Country ISO 2 Code","KH",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cambodia","522","","","","","","","","","Country ISO 3 Code","KHM",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cambodia","522","","","","","","","","","Country Name","Cambodia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cambodia","522","","","","","","","","","Country SDMX Code","KH",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cambodia","522","","","","","","","","","Country SDMX Name","Cambodia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cambodia","522","","","","","","","","","Country Short Name","Cambodia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cameroon","622","","","","","","","","","Country Code","622",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cameroon","622","","","","","","","","","Country Full Name","Cameroon",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cameroon","622","","","","","","","","","Country ISO 2 Code","CM",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cameroon","622","","","","","","","","","Country ISO 3 Code","CMR",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cameroon","622","","","","","","","","","Country Name","Cameroon",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cameroon","622","","","","","","","","","Country SDMX Code","CM",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cameroon","622","","","","","","","","","Country SDMX Name","Cameroon",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cameroon","622","","","","","","","","","Country Short Name","Cameroon",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Canada","156","","","","","","","","","Country Code","156",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Canada","156","","","","","","","","","Country Full Name","Canada",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Canada","156","","","","","","","","","Country ISO 2 Code","CA",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Canada","156","","","","","","","","","Country ISO 3 Code","CAN",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Canada","156","","","","","","","","","Country Name","Canada",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Canada","156","","","","","","","","","Country SDMX Code","CA",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Canada","156","","","","","","","","","Country SDMX Name","Canada",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Canada","156","","","","","","","","","Country Short Name","Canada",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cayman Islands","377","","","","","","","","","Country Code","377",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cayman Islands","377","","","","","","","","","Country Full Name","Cayman Islands",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cayman Islands","377","","","","","","","","","Country ISO 2 Code","KY",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cayman Islands","377","","","","","","","","","Country ISO 3 Code","CYM",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cayman Islands","377","","","","","","","","","Country Name","Cayman Islands",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cayman Islands","377","","","","","","","","","Country SDMX Code","KY",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cayman Islands","377","","","","","","","","","Country SDMX Name","Cayman Islands",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cayman Islands","377","","","","","","","","","Country Short Name","Cayman Islands",""
