Date;Price
04/05/2007;9.100,00
04/04/2007;9.126,00
04/03/2007;9.095,00
04/02/2007;9.125,00
03/30/2007;9.120,00
03/29/2007;9.126,00
03/28/2007;9.150,00
03/27/2007;9.120,50
03/26/2007;9.105,00
03/23/2007;9.110,00
03/22/2007;9.106,50
03/21/2007;9.135,00
03/20/2007;9.155,00
03/19/2007;9.235,00
03/16/2007;9.225,00
03/15/2007;9.225,00
03/14/2007;9.219,50
03/13/2007;9.215,00
03/12/2007;9.172,50
03/09/2007;9.176,00
03/08/2007;9.175,00
03/07/2007;9.210,00
03/06/2007;9.220,00
03/05/2007;9.255,00
03/02/2007;9.167,50
03/01/2007;9.152,50
02/28/2007;9.131,50
02/27/2007;9.092,50
02/26/2007;9.067,50
02/23/2007;9.079,50
02/22/2007;9.081,00
02/21/2007;9.069,00
02/20/2007;9.062,50
02/19/2007;9.074,00
02/16/2007;9.050,00
02/15/2007;9.037,00
02/14/2007;9.075,00
02/13/2007;9.075,00
02/12/2007;9.043,50
02/09/2007;9.052,50
02/08/2007;9.055,00
02/07/2007;9.038,50
02/06/2007;9.054,00
02/05/2007;9.065,00
02/02/2007;9.077,00
02/01/2007;9.081,50
01/31/2007;9.100,00
01/30/2007;9.112,50
01/29/2007;9.115,50
01/26/2007;9.117,50
01/25/2007;9.050,00
01/24/2007;9.065,00
01/23/2007;9.085,00
01/22/2007;9.078,00
01/19/2007;9.084,00
01/18/2007;9.102,00
01/17/2007;9.107,50
01/16/2007;9.077,50
01/15/2007;9.115,00
01/12/2007;9.122,00
01/11/2007;9.120,50
01/10/2007;9.074,50
01/09/2007;9.035,00
01/08/2007;9.040,00
01/05/2007;9.015,00
01/04/2007;9.000,00
01/03/2007;8.965,00
01/02/2007;8.990,00
01/01/2007;8.993,50
12/29/2006;8.993,50
12/28/2006;9.040,00
12/27/2006;9.075,00
12/26/2006;9.082,00
12/25/2006;9.080,00
12/22/2006;9.080,00
12/21/2006;9.065,50
12/20/2006;9.127,50
12/19/2006;9.140,00
12/18/2006;9.090,00
12/15/2006;9.082,50
12/14/2006;9.070,00
12/13/2006;9.070,00
12/12/2006;9.070,00
12/11/2006;9.091,00
12/08/2006;9.100,00
12/07/2006;9.110,00
12/06/2006;9.115,00
12/05/2006;9.110,00
12/04/2006;9.147,50
12/01/2006;9.170,00
11/30/2006;9.165,00
11/29/2006;9.170,00
11/28/2006;9.179,00
11/27/2006;9.140,00
11/24/2006;9.145,00
11/23/2006;9.130,50
11/22/2006;9.140,00
11/21/2006;9.150,00
11/20/2006;9.161,00
11/17/2006;9.175,00
11/16/2006;9.155,50
11/15/2006;9.192,00
11/14/2006;9.128,00
11/13/2006;9.128,00
11/10/2006;9.115,00
11/09/2006;9.123,00
11/08/2006;9.110,00
11/07/2006;9.140,00
11/06/2006;9.130,00
11/03/2006;9.110,00
11/02/2006;9.104,50
11/01/2006;9.091,00
10/31/2006;9.094,00
10/30/2006;9.102,50
10/27/2006;9.100,00
10/26/2006;9.163,00
10/25/2006;9.165,50
10/24/2006;9.130,00
10/23/2006;9.165,00
10/20/2006;9.130,00
10/19/2006;9.140,00
10/18/2006;9.150,00
10/17/2006;9.155,00
10/16/2006;9.197,00
10/13/2006;9.208,00
10/12/2006;9.215,00
10/11/2006;9.220,00
10/10/2006;9.224,50
10/09/2006;9.228,00
10/06/2006;9.207,50
10/05/2006;9.208,00
10/04/2006;9.215,00
10/03/2006;9.177,50
10/02/2006;9.190,00
09/29/2006;9.205,00
09/28/2006;9.217,50
09/27/2006;9.210,00
09/26/2006;9.230,00
09/25/2006;9.245,00
09/22/2006;9.200,00
09/21/2006;9.165,00
09/20/2006;9.160,00
09/19/2006;9.160,00
09/18/2006;9.145,00
09/15/2006;9.120,00
09/14/2006;9.130,00
09/13/2006;9.170,00
09/12/2006;9.165,00
09/11/2006;9.130,00
09/08/2006;9.135,00
09/07/2006;9.105,00
09/06/2006;9.120,00
09/05/2006;9.120,00
09/04/2006;9.082,50
09/01/2006;9.096,00
08/31/2006;9.117,00
08/30/2006;9.116,00
08/29/2006;9.090,00
08/28/2006;9.135,00
08/25/2006;9.135,00
08/24/2006;9.145,00
08/23/2006;9.099,50
08/22/2006;9.070,50
08/21/2006;9.065,50
08/18/2006;9.065,50
08/17/2006;9.092,50
08/16/2006;9.092,50
08/15/2006;9.095,50
08/14/2006;9.090,00
08/11/2006;9.074,00
08/10/2006;9.085,00
08/09/2006;9.090,00
08/08/2006;9.085,00
08/07/2006;9.070,00
08/04/2006;9.084,50
08/03/2006;9.090,00
08/02/2006;9.110,00
08/01/2006;9.095,00
07/31/2006;9.095,00
07/28/2006;9.087,50
07/27/2006;9.070,00
07/26/2006;9.120,00
07/25/2006;9.120,00
07/24/2006;9.165,00
07/21/2006;9.146,00
07/20/2006;9.165,00
07/19/2006;9.255,00
07/18/2006;9.240,00
07/17/2006;9.294,00
07/14/2006;9.175,00
07/13/2006;9.105,00
07/12/2006;9.110,00
07/11/2006;9.045,00
07/10/2006;9.050,00
07/07/2006;9.065,00
07/06/2006;9.150,00
07/05/2006;9.120,00
07/04/2006;9.064,00
07/03/2006;9.150,00
06/30/2006;9.263,00
06/29/2006;9.366,00
06/28/2006;9.340,50
06/27/2006;9.295,00
06/26/2006;9.400,00
06/23/2006;9.402,50
06/22/2006;9.357,50
06/21/2006;9.362,50
06/20/2006;9.380,00
06/19/2006;9.380,00
06/16/2006;9.292,50
06/15/2006;9.387,00
06/14/2006;9.475,00
06/13/2006;9.495,00
06/12/2006;9.416,00
06/09/2006;9.395,00
06/08/2006;9.425,00
06/07/2006;9.380,00
06/06/2006;9.345,00
06/05/2006;9.285,00
06/02/2006;9.258,00
06/01/2006;9.340,00
05/31/2006;9.255,00
05/30/2006;9.180,00
05/29/2006;9.217,50
05/26/2006;9.260,00
05/25/2006;9.360,00
05/24/2006;9.375,00
05/23/2006;9.255,00
05/22/2006;9.325,00
05/19/2006;9.197,50
05/18/2006;9.176,00
05/17/2006;8.997,50
05/16/2006;9.195,00
05/15/2006;9.117,50
05/12/2006;8.765,00
05/11/2006;8.702,50
05/10/2006;8.722,00
05/09/2006;8.737,50
05/08/2006;8.735,00
05/05/2006;8.780,00
05/04/2006;8.775,00
05/03/2006;8.775,00
05/02/2006;8.774,50
05/01/2006;8.770,00
04/28/2006;8.785,00
04/27/2006;8.780,00
04/26/2006;8.795,00
04/25/2006;8.817,50
04/24/2006;8.830,00
04/21/2006;8.883,50
04/20/2006;8.885,00
04/19/2006;8.883,00
04/18/2006;8.982,50
04/17/2006;8.985,00
04/14/2006;8.987,50
04/13/2006;8.987,50
04/12/2006;8.995,00
04/11/2006;8.992,50
04/10/2006;8.980,00
04/07/2006;8.982,50
04/06/2006;9.017,50
04/05/2006;9.000,00
04/04/2006;8.982,50
04/03/2006;9.022,50
03/31/2006;9.087,00
03/30/2006;9.110,00
03/29/2006;9.140,00
03/28/2006;9.045,00
03/27/2006;9.032,50
03/24/2006;9.122,00
03/23/2006;9.087,50
03/22/2006;9.092,50
03/21/2006;9.115,00
03/20/2006;9.140,00
03/17/2006;9.135,00
03/16/2006;9.140,00
03/15/2006;9.125,00
03/14/2006;9.168,00
03/13/2006;9.239,00
03/10/2006;9.240,00
03/09/2006;9.310,00
03/08/2006;9.317,00
03/07/2006;9.250,00
03/06/2006;9.187,00
03/03/2006;9.185,00
03/02/2006;9.185,00
03/01/2006;9.175,00
02/28/2006;9.182,50
02/27/2006;9.235,00
02/24/2006;9.292,50
02/23/2006;9.265,00
02/22/2006;9.355,00
02/21/2006;9.262,50
02/20/2006;9.231,00
02/17/2006;9.230,00
02/16/2006;9.215,00
02/15/2006;9.227,50
02/14/2006;9.230,00
02/13/2006;9.236,00
02/10/2006;9.233,00
02/09/2006;9.235,00
02/08/2006;9.272,50
02/07/2006;9.190,00
02/06/2006;9.222,50
02/03/2006;9.295,00
02/02/2006;9.345,00
02/01/2006;9.330,00
01/31/2006;9.370,00
01/30/2006;9.386,50
01/27/2006;9.388,50
01/26/2006;9.367,50
01/25/2006;9.343,00
01/24/2006;9.488,00
01/23/2006;9.445,00
01/20/2006;9.435,00
01/19/2006;9.397,00
01/18/2006;9.500,00
01/17/2006;9.470,00
01/16/2006;9.475,00
01/13/2006;9.355,00
01/12/2006;9.345,00
01/11/2006;9.465,00
01/10/2006;9.452,00
01/09/2006;9.460,00
01/06/2006;9.549,50
01/05/2006;9.590,00
01/04/2006;9.635,50
01/03/2006;9.712,50
01/02/2006;9.830,00
12/30/2005;9.830,00
12/29/2005;9.835,00
12/28/2005;9.830,00
12/27/2005;9.825,00
12/26/2005;9.809,00
12/23/2005;9.860,00
12/22/2005;9.840,00
12/21/2005;9.825,00
12/20/2005;9.855,00
12/19/2005;9.860,00
12/16/2005;9.883,00
12/15/2005;9.836,00
12/14/2005;9.795,00
12/13/2005;9.770,00
12/12/2005;9.765,00
12/09/2005;9.685,00
12/08/2005;9.787,50
12/07/2005;9.835,00
12/06/2005;9.920,00
12/05/2005;9.960,00
12/02/2005;9.995,00
12/01/2005;10.020,00
11/30/2005;10.025,00
11/29/2005;10.040,00
11/28/2005;10.045,00
11/25/2005;10.060,00
11/24/2005;10.055,00
11/23/2005;10.047,50
11/22/2005;10.045,00
11/21/2005;10.055,00
11/18/2005;10.077,50
11/17/2005;10.020,00
11/16/2005;10.010,00
11/15/2005;10.010,00
11/14/2005;9.970,00
11/11/2005;9.987,00
11/10/2005;9.977,50
11/09/2005;9.920,00
11/08/2005;10.102,50
11/07/2005;10.092,50
11/04/2005;10.070,00
11/03/2005;10.055,00
11/02/2005;10.051,00
11/01/2005;10.030,00
10/31/2005;10.122,50
10/28/2005;10.040,00
10/27/2005;10.015,00
10/26/2005;9.986,00
10/25/2005;9.982,00
10/24/2005;10.065,00
10/21/2005;10.100,00
10/20/2005;10.077,50
10/19/2005;10.090,00
10/18/2005;10.092,50
10/17/2005;10.107,50
10/14/2005;10.112,50
10/13/2005;10.110,00
10/12/2005;10.110,00
10/11/2005;10.062,50
10/10/2005;10.073,00
10/07/2005;10.047,50
10/06/2005;10.045,00
10/05/2005;10.030,00
10/04/2005;10.195,00
10/03/2005;10.302,50
09/30/2005;10.300,00
09/29/2005;10.325,00
09/28/2005;10.375,00
09/27/2005;10.285,00
09/26/2005;10.220,00
09/23/2005;10.235,00
09/22/2005;10.380,00
09/21/2005;10.225,00
09/20/2005;10.185,00
09/19/2005;10.155,00
09/16/2005;10.160,00
09/15/2005;10.060,00
09/14/2005;10.010,00
09/13/2005;10.092,50
09/12/2005;10.100,00
09/09/2005;10.205,00
09/08/2005;10.360,00
09/07/2005;10.370,00
09/06/2005;10.355,00
09/05/2005;10.300,00
09/02/2005;10.350,00
09/01/2005;10.280,00
08/31/2005;10.300,00
08/30/2005;10.450,00
08/29/2005;10.755,00
08/26/2005;10.385,00
08/25/2005;10.325,00
08/24/2005;10.270,00
08/23/2005;10.060,00
08/22/2005;10.005,00
08/19/2005;9.987,00
08/18/2005;9.977,50
08/17/2005;9.907,50
08/16/2005;9.900,00
08/15/2005;9.887,50
08/12/2005;9.795,00
08/11/2005;9.795,00
08/10/2005;9.769,50
08/09/2005;9.792,00
08/08/2005;9.787,50
08/05/2005;9.750,00
08/04/2005;9.725,00
08/03/2005;9.760,00
08/02/2005;9.755,00
08/01/2005;9.790,00
07/29/2005;9.805,00
07/28/2005;9.835,00
07/27/2005;9.840,00
07/26/2005;9.810,50
07/25/2005;9.815,00
07/22/2005;9.795,00
07/21/2005;9.782,50
07/20/2005;9.828,00
07/19/2005;9.792,00
07/18/2005;9.795,00
07/15/2005;9.790,00
07/14/2005;9.805,00
07/13/2005;9.797,50
07/12/2005;9.765,00
07/11/2005;9.752,50
07/08/2005;9.800,00
07/07/2005;9.795,50
07/06/2005;9.779,50
07/05/2005;9.882,00
07/04/2005;9.865,00
07/01/2005;9.805,00
06/30/2005;9.760,00
06/29/2005;9.710,00
06/28/2005;9.706,00
06/27/2005;9.660,00
06/24/2005;9.649,50
06/23/2005;9.645,00
06/22/2005;9.650,00
06/21/2005;9.656,50
06/20/2005;9.670,00
06/17/2005;9.598,00
06/16/2005;9.632,00
06/15/2005;9.599,50
06/14/2005;9.615,00
06/13/2005;9.611,00
06/10/2005;9.615,00
06/09/2005;9.625,00
06/08/2005;9.595,00
06/07/2005;9.545,00
06/06/2005;9.592,00
06/03/2005;9.590,00
06/02/2005;9.572,50
06/01/2005;9.575,00
05/31/2005;9.518,00
05/30/2005;9.486,00
05/27/2005;9.485,00
05/26/2005;9.488,50
05/25/2005;9.476,50
05/24/2005;9.472,00
05/23/2005;9.465,00
05/20/2005;9.455,00
05/19/2005;9.450,00
05/18/2005;9.440,00
05/17/2005;9.430,00
05/16/2005;9.470,00
05/13/2005;9.474,00
05/12/2005;9.472,50
05/11/2005;9.462,00
05/10/2005;9.454,00
05/09/2005;9.481,50
05/06/2005;9.497,50
05/05/2005;9.515,00
05/04/2005;9.512,50
05/03/2005;9.530,00
05/02/2005;9.525,00
04/29/2005;9.570,00
04/28/2005;9.575,00
04/27/2005;9.563,50
04/26/2005;9.690,00
04/25/2005;9.750,00
04/22/2005;9.680,00
04/21/2005;9.682,50
04/20/2005;9.574,00
04/19/2005;9.569,50
04/18/2005;9.570,00
04/15/2005;9.533,00
04/14/2005;9.520,00
04/13/2005;9.495,00
04/12/2005;9.490,00
04/11/2005;9.490,00
04/08/2005;9.492,50
04/07/2005;9.505,00
04/06/2005;9.484,50
04/05/2005;9.490,00
04/04/2005;9.480,50
04/01/2005;9.475,00
03/31/2005;9.471,00
03/30/2005;9.515,00
03/29/2005;9.522,50
03/28/2005;9.451,00
03/25/2005;9.417,00
03/24/2005;9.417,00
03/23/2005;9.415,00
03/22/2005;9.410,00
03/21/2005;9.415,00
03/18/2005;9.362,50
03/17/2005;9.362,50
03/16/2005;9.338,00
03/15/2005;9.355,00
03/14/2005;9.375,00
03/11/2005;9.365,00
03/10/2005;9.365,00
03/09/2005;9.340,00
03/08/2005;9.385,00
03/07/2005;9.330,00
03/04/2005;9.346,00
03/03/2005;9.291,00
03/02/2005;9.278,50
03/01/2005;9.278,00
02/28/2005;9.264,50
02/25/2005;9.265,00
02/24/2005;9.255,00
02/23/2005;9.210,00
02/22/2005;9.197,00
02/21/2005;9.270,00
02/18/2005;9.250,00
02/17/2005;9.289,50
02/16/2005;9.290,00
02/15/2005;9.274,00
02/14/2005;9.248,00
02/11/2005;9.280,00
02/10/2005;9.282,50
02/09/2005;9.287,00
02/08/2005;9.290,00
02/07/2005;9.225,00
02/04/2005;9.200,00
02/03/2005;9.200,00
02/02/2005;9.180,00
02/01/2005;9.232,50
01/31/2005;9.165,00
01/28/2005;9.150,00
01/27/2005;9.149,50
01/26/2005;9.140,00
01/25/2005;9.151,00
01/24/2005;9.140,00
01/21/2005;9.150,00
01/20/2005;9.160,00
01/19/2005;9.163,00
01/18/2005;9.157,00
01/17/2005;9.135,00
01/14/2005;9.162,00
01/13/2005;9.141,50
01/12/2005;9.195,00
01/11/2005;9.287,50
01/10/2005;9.302,50
01/07/2005;9.310,00
01/06/2005;9.327,50
01/05/2005;9.310,00
01/04/2005;9.300,00
01/03/2005;9.283,00
12/31/2004;9.282,50
12/30/2004;9.322,00
12/29/2004;9.320,00
12/28/2004;9.323,00
12/27/2004;9.290,00
12/24/2004;9.270,00
12/23/2004;9.277,50
12/22/2004;9.327,00
12/21/2004;9.325,00
12/20/2004;9.300,00
12/17/2004;9.300,00
12/16/2004;9.287,00
12/15/2004;9.252,50
12/14/2004;9.313,50
12/13/2004;9.280,00
12/10/2004;9.255,00
12/09/2004;9.165,00
12/08/2004;9.170,00
12/07/2004;9.080,00
12/06/2004;9.065,00
12/03/2004;9.030,00
12/02/2004;9.036,00
12/01/2004;9.000,00
11/30/2004;9.000,00
11/29/2004;9.005,00
11/26/2004;8.995,00
11/25/2004;8.960,00
11/24/2004;8.970,00
11/23/2004;8.980,00
11/22/2004;8.970,00
11/19/2004;8.940,00
11/18/2004;9.002,50
11/17/2004;8.997,00
11/16/2004;8.997,00
11/15/2004;8.998,00
11/12/2004;8.990,00
11/11/2004;9.062,00
11/10/2004;9.050,00
11/09/2004;8.980,00
11/08/2004;8.937,50
11/05/2004;9.057,50
11/04/2004;9.085,50
11/03/2004;9.114,00
11/02/2004;9.090,00
11/01/2004;9.087,00
10/29/2004;9.087,50
10/28/2004;9.100,00
10/27/2004;9.120,00
10/26/2004;9.095,00
10/25/2004;9.072,00
10/22/2004;9.085,00
10/21/2004;9.107,50
10/20/2004;9.083,00
10/19/2004;9.075,00
10/18/2004;9.115,00
10/15/2004;9.090,00
10/14/2004;9.099,50
10/13/2004;9.128,50
10/12/2004;9.139,50
10/11/2004;9.085,00
10/08/2004;9.087,50
10/07/2004;9.099,50
10/06/2004;9.105,00
10/05/2004;9.095,00
10/04/2004;9.100,00
10/01/2004;9.160,00
09/30/2004;9.149,50
09/29/2004;9.186,00
09/28/2004;9.232,00
09/27/2004;9.190,00
09/24/2004;9.120,00
09/23/2004;9.123,00
09/22/2004;9.162,00
09/21/2004;9.018,00
09/20/2004;9.030,00
09/17/2004;9.037,50
09/16/2004;9.002,00
09/15/2004;9.115,00
09/14/2004;9.117,50
09/13/2004;9.247,00
09/10/2004;9.277,00
09/09/2004;9.295,00
09/08/2004;9.292,00
09/07/2004;9.272,00
09/06/2004;9.278,00
09/03/2004;9.278,50
09/02/2004;9.280,00
09/01/2004;9.314,50
08/31/2004;9.367,50
08/30/2004;9.333,50
08/27/2004;9.322,00
08/26/2004;9.300,00
08/25/2004;9.280,00
08/24/2004;9.269,00
08/23/2004;9.295,00
08/20/2004;9.230,00
08/19/2004;9.255,00
08/18/2004;9.267,50
08/17/2004;9.285,00
08/16/2004;9.289,50
08/13/2004;9.252,00
08/12/2004;9.241,00
08/11/2004;9.270,00
08/10/2004;9.235,00
08/09/2004;9.175,00
08/06/2004;9.172,50
08/05/2004;9.177,50
08/04/2004;9.210,00
08/03/2004;9.178,00
08/02/2004;9.145,00
07/30/2004;9.142,00
07/29/2004;9.185,00
07/28/2004;9.120,00
07/27/2004;9.093,00
07/26/2004;9.138,00
07/23/2004;9.085,00
07/22/2004;9.057,00
07/21/2004;9.016,50
07/20/2004;8.980,00
07/19/2004;8.963,50
07/16/2004;8.916,00
07/15/2004;8.980,00
07/14/2004;8.960,00
07/13/2004;8.938,00
07/12/2004;8.811,00
07/09/2004;8.900,00
07/08/2004;8.981,00
07/07/2004;9.007,00
07/06/2004;8.997,00
07/05/2004;9.147,50
07/02/2004;9.130,00
07/01/2004;9.298,00
06/30/2004;9.395,00
06/29/2004;9.432,50
06/28/2004;9.427,00
06/25/2004;9.421,00
06/24/2004;9.415,00
06/23/2004;9.425,00
06/22/2004;9.412,00
06/21/2004;9.401,00
06/18/2004;9.399,50
06/17/2004;9.389,00
06/16/2004;9.430,00
06/15/2004;9.403,00
06/14/2004;9.380,50
06/11/2004;9.380,00
06/10/2004;9.360,00
06/09/2004;9.360,00
06/08/2004;9.250,00
06/07/2004;9.305,00
06/04/2004;9.440,00
06/03/2004;9.456,00
06/02/2004;9.462,00
06/01/2004;9.370,00
05/31/2004;9.267,50
05/28/2004;9.275,00
05/27/2004;9.259,50
05/26/2004;9.250,00
05/25/2004;9.260,00
05/24/2004;9.110,00
05/21/2004;9.065,00
05/20/2004;9.047,00
05/19/2004;9.049,00
05/18/2004;9.070,00
05/17/2004;9.010,00
05/14/2004;9.035,00
05/13/2004;8.990,50
05/12/2004;8.946,00
05/11/2004;8.987,50
05/10/2004;8.976,00
05/07/2004;8.739,00
05/06/2004;8.709,00
05/05/2004;8.693,50
05/04/2004;8.720,00
05/03/2004;8.788,00
04/30/2004;8.783,00
04/29/2004;8.777,50
04/28/2004;8.640,50
04/27/2004;8.625,00
04/26/2004;8.605,00
04/23/2004;8.620,50
04/22/2004;8.653,00
04/21/2004;8.650,50
04/20/2004;8.618,50
04/19/2004;8.602,50
04/16/2004;8.619,50
04/15/2004;8.632,50
04/14/2004;8.603,50
04/13/2004;8.592,50
04/12/2004;8.590,50
04/09/2004;8.585,50
04/08/2004;8.585,50
04/07/2004;8.580,50
04/06/2004;8.576,50
04/05/2004;8.595,00
04/02/2004;8.573,00
04/01/2004;8.585,00
03/31/2004;8.563,50
03/30/2004;8.605,00
03/29/2004;8.610,00
03/26/2004;8.616,00
03/25/2004;8.616,50
03/24/2004;8.575,00
03/23/2004;8.586,50
03/22/2004;8.562,50
03/19/2004;8.562,50
03/18/2004;8.537,00
03/17/2004;8.562,50
03/16/2004;8.610,00
03/15/2004;8.637,50
03/12/2004;8.660,00
03/11/2004;8.630,00
03/10/2004;8.585,00
03/09/2004;8.550,00
03/08/2004;8.584,50
03/05/2004;8.597,50
03/04/2004;8.555,00
03/03/2004;8.565,00
03/02/2004;8.490,00
03/01/2004;8.462,50
02/27/2004;8.455,00
02/26/2004;8.470,00
02/25/2004;8.440,00
02/24/2004;8.451,50
02/23/2004;8.440,00
02/20/2004;8.440,00
02/19/2004;8.432,50
02/18/2004;8.402,00
02/17/2004;8.402,00
02/16/2004;8.387,00
02/13/2004;8.402,50
02/12/2004;8.409,00
02/11/2004;8.415,00
02/10/2004;8.395,00
02/09/2004;8.440,00
02/06/2004;8.459,50
02/05/2004;8.450,00
02/04/2004;8.450,00
02/03/2004;8.447,00
02/02/2004;8.458,50
01/30/2004;8.458,50
01/29/2004;8.430,50
01/28/2004;8.417,50
01/27/2004;8.426,50
01/26/2004;8.459,00
01/23/2004;8.405,00
01/22/2004;8.405,00
01/21/2004;8.405,00
01/20/2004;8.400,00
01/19/2004;8.377,50
01/16/2004;8.350,00
01/15/2004;8.365,00
01/14/2004;8.343,00
01/13/2004;8.330,00
01/12/2004;8.305,00
01/09/2004;8.330,00
01/08/2004;8.345,00
01/07/2004;8.363,00
01/06/2004;8.333,00
01/05/2004;8.385,00
01/02/2004;8.450,00
12/31/2003;8.422,50
12/30/2003;8.478,00
12/29/2003;8.464,50
12/26/2003;8.495,00
12/25/2003;8.495,00
12/24/2003;8.495,00
12/23/2003;8.498,50
12/22/2003;8.490,50
12/19/2003;8.492,50
12/18/2003;8.495,50
12/17/2003;8.492,50
12/16/2003;8.481,50
12/15/2003;8.478,50
12/12/2003;8.475,00
12/11/2003;8.490,00
12/10/2003;8.493,50
12/09/2003;8.493,50
12/08/2003;8.494,50
12/05/2003;8.495,00
12/04/2003;8.497,50
12/03/2003;8.487,50
12/02/2003;8.492,50
12/01/2003;8.505,50
11/28/2003;8.505,00
11/27/2003;8.517,50
11/26/2003;8.517,50
11/25/2003;8.517,50
11/24/2003;8.517,50
11/21/2003;8.500,00
11/20/2003;8.550,00
11/19/2003;8.473,50
11/18/2003;8.480,00
11/17/2003;8.487,00
11/14/2003;8.495,00
11/13/2003;8.525,00
11/12/2003;8.478,00
11/11/2003;8.482,50
11/10/2003;8.480,00
11/07/2003;8.488,50
11/06/2003;8.494,50
11/05/2003;8.475,00
11/04/2003;8.505,00
11/03/2003;8.518,00
10/31/2003;8.496,50
10/30/2003;8.480,00
10/29/2003;8.530,00
10/28/2003;8.580,00
10/27/2003;8.551,00
10/24/2003;8.497,00
10/23/2003;8.475,00
10/22/2003;8.465,00
10/21/2003;8.445,00
10/20/2003;8.430,00
10/17/2003;8.440,00
10/16/2003;8.445,00
10/15/2003;8.425,00
10/14/2003;8.440,00
10/13/2003;8.374,50
10/10/2003;8.380,00
10/09/2003;8.374,00
10/08/2003;8.362,00
10/07/2003;8.385,00
10/06/2003;8.384,00
10/03/2003;8.370,00
10/02/2003;8.375,00
10/01/2003;8.384,00
09/30/2003;8.395,00
09/29/2003;8.417,00
09/26/2003;8.437,50
09/25/2003;8.442,50
09/24/2003;8.438,00
09/23/2003;8.415,00
09/22/2003;8.450,00
09/19/2003;8.470,00
09/18/2003;8.490,50
09/17/2003;8.472,50
09/16/2003;8.460,00
09/15/2003;8.463,00
09/12/2003;8.452,50
09/11/2003;8.465,00
09/10/2003;8.425,00
09/09/2003;8.510,00
09/08/2003;8.485,00
09/05/2003;8.485,00
09/04/2003;8.485,50
09/03/2003;8.465,00
09/02/2003;8.470,00
09/01/2003;8.470,00
08/29/2003;8.485,00
08/28/2003;8.515,00
08/27/2003;8.470,00
08/26/2003;8.465,00
08/25/2003;8.440,00
08/22/2003;8.430,00
08/21/2003;8.390,00
08/20/2003;8.418,00
08/19/2003;8.475,50
08/18/2003;8.510,00
08/15/2003;8.537,00
08/14/2003;8.550,00
08/13/2003;8.545,00
08/12/2003;8.515,00
08/11/2003;8.540,00
08/08/2003;8.563,00
08/07/2003;8.585,00
08/06/2003;8.597,50
08/05/2003;8.625,00
08/04/2003;8.492,50
08/01/2003;8.540,00
07/31/2003;8.510,00
07/30/2003;8.510,00
07/29/2003;8.612,50
07/28/2003;8.530,00
07/25/2003;8.505,00
07/24/2003;8.590,00
07/23/2003;8.605,00
07/22/2003;8.415,00
07/21/2003;8.310,00
07/18/2003;8.330,00
07/17/2003;8.258,50
07/16/2003;8.233,50
07/15/2003;8.222,50
07/14/2003;8.225,00
07/11/2003;8.215,00
07/10/2003;8.218,00
07/09/2003;8.195,50
07/08/2003;8.220,00
07/07/2003;8.176,50
07/04/2003;8.183,00
07/03/2003;8.225,00
07/02/2003;8.220,00
07/01/2003;8.235,00
06/30/2003;8.250,00
06/27/2003;8.275,00
06/26/2003;8.265,00
06/25/2003;8.223,00
06/24/2003;8.220,00
06/23/2003;8.237,50
06/20/2003;8.225,00
06/19/2003;8.247,50
06/18/2003;8.232,00
06/17/2003;8.207,50
06/16/2003;8.200,00
06/13/2003;8.215,00
06/12/2003;8.260,00
06/11/2003;8.231,50
06/10/2003;8.202,50
06/09/2003;8.187,50
06/06/2003;8.175,00
06/05/2003;8.260,00
06/04/2003;8.152,50
06/03/2003;8.215,00
06/02/2003;8.260,00
05/30/2003;8.310,00
05/29/2003;8.350,00
05/28/2003;8.250,00
05/27/2003;8.170,00
05/26/2003;8.175,00
05/23/2003;8.270,00
05/22/2003;8.335,00
05/21/2003;8.325,00
05/20/2003;8.390,00
05/19/2003;8.410,00
05/16/2003;8.460,00
05/15/2003;8.450,00
05/14/2003;8.450,00
05/13/2003;8.432,50
05/12/2003;8.415,00
05/09/2003;8.560,00
05/08/2003;8.545,00
05/07/2003;8.502,50
05/06/2003;8.600,00
05/05/2003;8.582,50
05/02/2003;8.660,50
05/01/2003;8.675,00
04/30/2003;8.673,50
04/29/2003;8.707,50
04/28/2003;8.738,00
04/25/2003;8.740,00
04/24/2003;8.727,50
04/23/2003;8.730,00
04/22/2003;8.740,00
04/21/2003;8.680,00
04/18/2003;8.725,00
04/17/2003;8.725,00
04/16/2003;8.807,50
04/15/2003;8.842,50
04/14/2003;8.854,50
04/11/2003;8.877,50
04/10/2003;8.853,00
04/09/2003;8.864,50
04/08/2003;8.877,50
04/07/2003;8.883,50
04/04/2003;8.892,50
04/03/2003;8.894,50
04/02/2003;8.884,00
04/01/2003;8.885,00
03/31/2003;8.901,50
03/28/2003;8.912,50
03/27/2003;8.900,00
03/26/2003;8.915,00
03/25/2003;8.905,00
03/24/2003;8.950,00
03/21/2003;8.972,50
03/20/2003;9.020,00
03/19/2003;9.087,50
03/18/2003;9.040,00
03/17/2003;8.970,00
03/14/2003;8.917,50
03/13/2003;8.905,00
03/12/2003;8.892,50
03/11/2003;8.882,50
03/10/2003;8.883,00
03/07/2003;8.885,00
03/06/2003;8.866,00
03/05/2003;8.845,00
03/04/2003;8.830,00
03/03/2003;8.883,50
02/28/2003;8.883,50
02/27/2003;8.897,50
02/26/2003;8.887,50
02/25/2003;8.887,50
02/24/2003;8.895,00
02/21/2003;8.915,50
02/20/2003;8.845,00
02/19/2003;8.880,00
